A1,M1,V1,S1,A2,M2,V2,S2,A3,M3,V3,S3,A4,M4,V4,S4,A5,M5,V5,S5,A6,M6,V6,S6,A7,M7,V7,S7,A8,M8,V8,S8,A9,M9,V9,S9,State
-1.552131,-0.1547255,33.8373430091122,5.8169874513456,0.9400384,2.1795465,11.5771790565032,3.40252539395421,-6.3843782,-5.882853,23.9719909943466,4.89611999386724,-0.921376,-0.98453,0.6581948568358,0.81129209094863,-1.1267158,-0.297714,4.35887431220776,2.0877917310421,-1.2916555,-0.7014515,2.71373856579245,1.64734288045703,-23.1430756,-26.303215,434.336209944003,20.8407343907071,4.8960403,3.8877335,55.503054846172,7.45003723790506,-163.9681411,-163.408989,24.7797946382025,4.977930758679,Falling
-3.8005406,-0.190788,81.7168388799895,9.03973665988061,0.1682226,0.799888,5.94917453585064,2.43909297400707,-2.5433605,-1.3962685,16.0441826640096,4.00551902554583,-1.9067433,-2.0862495,1.17893872772741,1.08578944907722,2.6339923,3.2729435,3.56962074270461,1.88934399798041,1.219237,1.37014,0.699170559371,0.83616419402591,-22.1125642,-19.41967,132.871212110235,11.5269775791503,13.9543168,17.319916,63.498333325023,7.96858414807944,-133.5997818,-122.707184,852.640623216969,29.2000106715215,Falling
13.0068297,9.921871,377.064669628669,19.4181530952011,0.6496367,0.6517465,5.30087401287041,2.30236270228442,-3.0048278,-2.4830115,11.4193318724344,3.37925019382027,-0.7059141,-0.6911455,0.49675897671609,0.704811305752178,-1.8157143,-2.074601,9.61549861964221,3.10088674730991,-0.5594075,-0.901675,2.70936255647605,1.64601414224667,-7.3972259,-6.784843,97.3128877978939,9.86472948427345,3.7187285,4.2906875,123.599419026405,11.1175275590576,-128.3415742,-134.9067995,708.384631411481,26.6154960767497,Falling
-9.4709229,-7.19293,101.20917659841,10.0602771631009,-3.6250158,1.0179845,200.253050974629,14.1510794985623,-9.9630811,-5.5708585,254.00422755084,15.9375100800232,-1.0360011,-1.6765345,1.59447912761589,1.26272686184142,-0.7555994,0.144324,38.712501463149,6.22193711501081,0.1607024,0.530784,4.78840039901204,2.18824139413641,-27.4568634,-28.6958085,114.402231319239,10.6958978734485,11.3180115,13.9937285,82.9641948329578,9.10846830334046,-161.1921447,-170.4380415,348.867802701656,18.6780031775791,Falling
8.4305975,8.2790745,26.202702709942,5.11885755905964,1.0481964,0.7806595,8.14495536477724,2.85393681863794,1.930789,0.4728545,13.4372963869,3.66569180195226,-0.5497713,-0.6102005,0.20269170322021,0.450212953190165,-0.5776351,0.2691405,5.16464396095289,2.2725853033391,0.6195771,1.115373,4.50064989408269,2.1214735195337,-8.9641999,-5.9254915,55.2780128757611,7.43491848480944,8.5523346,7.8477555,98.7296881005396,9.93628140204069,-108.5178375,-109.1153105,55.2881580922977,7.43560072168333,Falling
-6.2223954,-2.5863365,117.760120353325,10.8517335183521,-3.4009187,2.422184,252.87859150441,15.9021568192623,-8.1439966,-2.9735235,272.285040607272,16.5010618024196,-0.6821225,-0.630927,0.71177849935125,0.843669662457558,-3.1067647,-0.5953825,46.319761698411,6.8058623038092,-0.7442292,-0.3356445,4.94318317576536,2.22332705101282,-27.4797836,-27.105858,259.791784938204,16.1180577284673,7.7590362,11.036224,36.0510500697628,6.00425266538333,-165.0387863,-166.259018,89.33806133007,9.45188136457869,Falling
1.2099248,1.010727,41.300793284058,6.42656932461309,-0.069357,1.285312,14.9818460470098,3.87063897141154,-2.9082668,-2.0155435,9.47484160118696,3.0781230646592,-1.3965651,-1.39054,1.72302409103329,1.31264012243771,1.8732665,1.381339,3.19794251075805,1.78827920380405,1.6340067,1.187717,1.43576523809401,1.19823421670974,-14.875406,-16.245102,94.6485329048476,9.72874775625556,17.1430969,22.1458815,89.3691236082665,9.45352440142122,-127.0694139,-118.679657,449.184172184309,21.1939654662432,Falling
6.572323,4.2862945,76.2039681994262,8.7294884271317,0.5141697,0.6640915,4.34410741708661,2.08425224411217,-1.9510048,-1.355642,18.2710116380774,4.27446039145029,-0.4698726,-0.3148785,1.02752886095944,1.01367098259713,-3.6806747,-3.717206,6.37909654058641,2.52568734022769,-0.9620648,-0.869702,0.98656398100116,0.993259271792194,-9.9932891,-9.169655,138.357968183866,11.7625663944509,6.6597504,10.41066,89.2593860108178,9.44771856115633,-136.3892713,-149.4039075,749.119077061251,27.370039770911,Falling
-6.0088477,-6.249091,39.6584994520362,6.29749946026486,-1.0696544,-1.386916,12.1007329818582,3.47861078332403,-4.1838674,-3.856236,12.301471299619,3.50734533509591,-1.4675779,-1.777507,3.05670491823349,1.74834347833413,2.6960005,2.983808,4.69262546808265,2.16624686222107,-0.4819983,0.0351895,3.79616306515961,1.94837446738547,-29.3525759,-29.718224,133.715257073828,11.5635313409801,14.0589355,19.8631895,141.375096913658,11.8901260259788,-150.1483764,-156.108902,673.937577875951,25.9603077384678,Falling
12.3164019,8.0689835,298.715970479393,17.2834015887901,-1.2067675,-0.932093,6.98230246858905,2.64240467540251,2.2805668,0.4642505,180.306368459336,13.4278206891266,-1.5431196,-1.5514575,1.33129061286824,1.15381567543011,-0.9518767,-2.120081,27.8295126809052,5.27536848768929,0.6571733,0.361028,3.52436927762901,1.87733035921465,-7.3297057,-7.94339,105.529537102994,10.2727570351388,2.595532,0.455963,105.139040343082,10.2537329955037,-129.6007767,-121.811073,773.068674510428,27.8041125467156,Falling
-10.0419702,-7.663241,97.0240200541524,9.85007715980704,-0.0416592,-0.5187935,13.4295484026302,3.66463482527661,-6.2666581,-4.3146505,69.9982910467593,8.36649813522715,-0.4340098,-0.3869355,2.45850973200296,1.56796356207756,0.1189866,0.629976,15.6875411679402,3.96075007643,-1.0499044,-1.4428125,1.59546117685024,1.26311566249898,-30.1707274,-32.5655975,120.196533398999,10.9634179615209,6.5661849,9.5493315,111.833458910111,10.5751339901729,-167.6182068,-170.926857,93.0856409156143,9.64809001386359,Falling
9.7547255,3.823839,199.220836826912,14.1145611631007,2.1522378,2.003947,15.633392817699,3.95390854948606,3.5891927,-0.0248395,149.178793305645,12.2138770791934,-1.2664481,-1.313814,0.46029939050469,0.678453676019734,1.9086095,1.4575455,16.160939000551,4.02006703931055,0.6133002,0.3934175,4.87232084627796,2.20733342435572,-13.3329192,-16.218109,97.8459659002894,9.89171198025344,10.7528229,18.217247,243.747448011109,15.6124132667281,-112.4028228,-110.8931885,238.312091683599,15.4373602563262,Falling
-4.1878776,-0.6182275,246.347567242106,15.6954632694325,1.3558964,1.81069,14.0408792189952,3.74711612029775,-2.0117578,-2.348562,8.59127975510576,2.93108849322325,-0.6030762,-0.7576255,0.62437027118076,0.790171039193895,-2.4942821,-2.610468,2.62935336046709,1.62152809425773,-1.2544718,-1.3042295,2.96046275620196,1.72059953394215,-20.295259,-20.269043,345.625239457469,18.5909988827246,6.3629044,9.0209885,52.9060290406402,7.27365307398148,-158.5004715,-162.5801925,235.624825937367,15.3500757632452,Falling
-2.9472172,0.390629,57.980709979076,7.61450654862651,0.1414826,0.6298995,6.88467626072244,2.62386666214624,-1.7223288,-2.197877,7.97225788434276,2.82351870621442,-1.1253477,-1.1419335,0.50267203034361,0.708993674403101,2.6138434,2.327761,2.47277376189284,1.57250556815957,1.0375018,1.061477,1.24835560054016,1.11729834893826,-19.6620513,-13.974205,136.327720267958,11.6759462258079,12.6180481,16.3075795,117.463618281491,10.8380634008799,-139.9951156,-134.034988,693.529194624819,26.3349424648094,Falling
